Sno.,Acronym,Name,Current Price,Price Change Per Day,Price Change Per Week,Percentage Change Per Day,Percentage Change Per Week
3998,MCL01,Metlex Ceramics,0.00,0.0000,Nan,Nan,Nan
3999,MI12,Metrochem,40.65,-0.3500,Nan,-0.8537,Nan
4000,GB05,Metroglobal,45.10,1.0500,-0.05,2.3837,-0.1100
4001,MOL01,Metropoli Overs,0.00,0.0000,Nan,Nan,Nan
4002,MH06,Blue Coast,4.80,0.0000,0,0.0000,0
4003,MHE,Mewar Hi-Tech E,36.40,0.0000,0.40,0.0000,1.1100
4004,MML02,Mewar Marbles,0.00,0.0000,Nan,Nan,Nan
4005,MP09,Mewar Polytex,71.00,0.0000,0,0.0000,0
4006,MZ,Mewat Zinc,12.80,0.0000,0,0.0000,0
4007,G02,Gloster,709.60,0.0000,0,0.0000,0
4008,MFS04,Sasta Sundar,91.40,7.4000,6.55,8.8095,7.7200
4009,MFS05,MFINNCD1B,1000.00,0.0000,Nan,0.0000,Nan
4010,MFS06,MFINNCD1D,990.00,-1.0000,Nan,-0.1009,Nan
4011,MFL07,MFL Housing Fin,0.00,0.0000,Nan,Nan,Nan
4012,MFL01,MFL India,0.19,0.0000,0.00,0.0000,0.0000
4013,MFL,MFL Stock Broke,1.00,0.0000,Nan,0.0000,Nan
4014,MFS07,MFINNCD1F,948.07,-0.6400,Nan,-0.0675,Nan
4015,MFS08,MFLNCD1,1045.00,3.8500,Nan,0.3698,Nan
4016,MFS01,MFS Intercorp,10.75,0.0000,0,0.0000,0
4017,MHM,MH Mills,4.04,-0.2100,Nan,-4.9412,Nan
4018,MOUNT54286,MHAI,35.10,0.0000,0,0.0000,0
4019,ME12,MIC Electronics,0.59,0.0200,-0.01,3.5088,-1.6700
4020,MAI05,Micro Accessori,0.00,0.0000,Nan,Nan,Nan
4021,MEI,Micro Energy,1.00,0.0000,Nan,0.0000,Nan
4022,MFI,Micro Forge,2.75,-0.1400,Nan,-4.8443,Nan
4023,MI43,Manorama Indust,740.00,-20.0000,-7.00,-2.6316,-0.9400
4024,MP10,Micro Plantae,2.15,0.0000,Nan,0.0000,Nan
4025,MT11,Micro Tech,3.61,0.0000,0,0.0000,0
4026,MTI02,Micro Techno,1.00,0.0000,Nan,0.0000,Nan
4027,MC17,Micron Chemical,1.00,0.0000,Nan,0.0000,Nan
4028,MIL09,Microse India,0.00,0.0000,Nan,Nan,Nan
4029,MII01,Mid India Ind,0.85,0.0000,0,0.0000,0
4030,MWI,Mid-West India,3.00,-0.6000,Nan,-16.6667,Nan
4031,AF19,Midas Infra,0.95,0.0000,0.02,0.0000,2.15
4032,MP11,Midas Pharmasec,28.55,0.5000,Nan,1.7825,Nan
4033,MI13,Mideast India,0.30,-0.0500,Nan,-14.2857,Nan
4034,MPM,Mideast Portfol,6.65,0.0000,0,0.0000,0
4035,MIS,Mideast Steels,5.00,0.0500,-0.02,1.0101,-0.4000
4036,MI25,Marico,361.85,-1.0000,8.35,-0.2756,2.3600
4037,MIL,Midland Ind,1.00,0.0000,Nan,0.0000,Nan
4038,MP12,Midland Plastic,3.70,0.3800,Nan,11.4458,Nan
4039,MPL03,Midland Polymer,23.90,0.0000,0,0.0000,0
4040,ME13,Manjushree Tech,447.30,0.0000,0,0.0000,0
4041,NGI01,Midwest Gold,9.00,0.0000,0,0.0000,0
4042,MIS01,Midwest Iron,1.25,0.0000,Nan,0.0000,Nan
4043,MWM,Mig-Weld,1.25,0.2000,Nan,19.0476,Nan
4044,MVL,Mihijam Vanaspa,0.00,0.0000,Nan,Nan,Nan
4045,MTI,Mikado Textiles,1.15,0.2000,Nan,21.0526,Nan
4046,MF11,Mohit Ind,3.25,-0.1600,-0.32,-4.6921,-8.9600
4047,MO01,Milestone Org,1.30,0.0000,Nan,0.0000,Nan
4048,MFI02,Milgrey Finance,19.50,0.0000,0,0.0000,0
4049,RDP,Milk Partners,2.00,-0.5500,Nan,-21.5686,Nan
4050,MS12,Milk Special,1.25,0.0000,Nan,0.0000,Nan
4051,M04,Milkfood,377.05,-0.6500,2.05,-0.1721,0.5500
4052,MI05,Millennium,0.67,0.0000,0,0.0000,0
4053,MC22,Minda Corp,72.00,-1.0500,1.50,-1.4374,2.1300
4054,MLL,Millennium Labs,0.00,0.0000,Nan,Nan,Nan
4055,MI44,Minda Ind,332.10,1.7500,12.55,0.5297,3.9300
4056,ME10,Minal Ind,0.53,0.0000,0,0.0000,0
4057,MI49,Minar Intl,NT*,0.0000,Nan,0.0000,Nan
4058,MT06,Minaxi Textiles,0.63,-0.0300,-0.03,-4.5455,-4.5500
4059,MIL18,Max India,59.70,0.1500,1.50,0.2519,2.5800
4060,MC23,Modern Converte,9.69,0.0000,-0.51,0.0000,-5
4061,MF22,Milestone Furni,8.03,0.0000,0,0.0000,0
4062,MT09,Mehai Technolog,20.20,0.1000,-1.85,0.4975,-8.3900
4063,MBP02,Mindspace REIT,304.01,-0.5000,-1.99,-0.1642,-0.6500
4064,MI35,ILandFS Engg,4.00,0.0000,-0.13,0.0000,-3.1500
4065,KF01,Mindvision Cap,11.05,0.0000,0,0.0000,0
4066,MSL04,Minhas Steels,0.00,0.0000,Nan,Nan,Nan
4067,MDI,Mini Diamonds,2.11,0.0000,0.1,0.0000,4.98
4068,GRC01,Mini Soft,0.32,-0.0700,Nan,-17.9487,Nan
4069,MFL06,Minolta Finance,1.63,0.0300,-0.03,1.8750,-1.8100
4070,MEE,Mintage Electro,1.91,0.1100,Nan,6.1111,Nan
4071,MIL14,Mipco Invest,0.00,0.0000,Nan,Nan,Nan
4072,MSR,Mipco Seamless,7.73,0.0000,0,0.0000,0
4073,ME,Mirc Electronic,8.29,-0.1100,0.18,-1.3095,2.2200
4074,MTL03,Mirch Tech,0.66,0.0000,0,0.0000,0
4075,MI46,Mahip Industrie,3.80,0.1800,0.20,4.9724,5.5600
4076,ME16,MT Educare,10.50,-0.3800,-0.68,-3.4926,-6.0800
4077,PTF,Mishka Finance,6.59,0.0000,0,0.0000,0
4078,MDN,Mishra Dhatu Ni,197.35,1.3500,3.65,0.6888,1.8800
4079,MF21,Minda Finance,16.35,0.0000,0,0.0000,0
4080,ME19,Colorchips New ,5.50,-0.0500,-0.20,-0.9009,-3.5100
4081,MCE01,Mitcon Cons,NT*,0.0000,Nan,0.0000,Nan
4082,MSI04,Mithila Steel,1.00,0.0000,Nan,0.0000,Nan
4083,DPC,Mitshi India,23.05,-1.7000,-2.1,-6.8687,-8.35
4084,MCP01,Mitsu Chem Plas,102.00,0.3500,-0.45,0.3443,-0.4400
4085,MGL,Mitsugen Glazes,0.00,0.0000,Nan,Nan,Nan
4086,GLI,Gold Line,0.25,-0.0100,-0.04,-3.8462,-13.7900
4087,MJP,MJ Pharma,5.25,0.4000,Nan,8.2474,Nan
4088,MKE,MK Exim,19.00,0.3000,-0.55,1.6043,-2.8100
4089,MLG,MLG Industries ,0.00,0.0000,Nan,Nan,Nan
4090,MMF,MM Forgings,326.85,4.9000,-14.10,1.5220,-4.1400
4091,MMR,MM Rubber,29.40,1.4000,0.30,5.0000,1.0300
4092,MIL17,Minda - RE,58.20,0.0000,-11.85,0.0000,-16.92
4093,MMS02,My Money Sec,22.50,0.0000,0,0.0000,0
4094,MMT,MMTC Ltd,16.40,0.2000,0.05,1.2346,0.3100
4095,MT9,Mobile Tele,2.71,0.0000,0,0.0000,0
4096,MFC03,Model Fin Corp,2.20,0.3300,Nan,17.6471,Nan
4097,MW,Modella Woollen,7.99,-0.4200,-0.86,-4.9941,-9.7200
4098,MCI04,Modern Cement,0.00,0.0000,Nan,Nan,Nan
4099,MD,Modern Dairies,3.75,0.1700,0.65,4.7486,20.9700
4100,MD01,Modern Denim,0.60,0.1000,Nan,20.0000,Nan
4101,MHC01,Modern Home,5.20,0.1400,0,2.7668,0
4102,MI52,Mihika Ind,19.80,0.0000,0,0.0000,0
4103,MI14,Modern Insulato,14.09,0.2700,1.06,1.9537,8.1400
4104,MM02,Modern Malleabl,1.10,0.0000,Nan,0.0000,Nan
4105,MS13,Modern Steels,4.21,-0.2200,-0.25,-4.9661,-5.6100
4106,MSI05,Modern Syntex,0.85,-0.0500,Nan,-5.5556,Nan
4107,MTT,Modern Terry,0.55,0.0000,Nan,0.0000,Nan
4108,MTI01,Modern Thread,0.80,0.1000,Nan,14.2857,Nan
4109,MIS02,Modex Intl Sec,5.70,-0.3000,-0.48,-5.0000,-7.7700
4110,MC10,Modi Cement,1.00,0.0000,Nan,0.0000,Nan
4111,MH03,Modi Hoover,2.20,0.4000,Nan,22.2222,Nan
4112,MIL04,Modi Industries,0.00,0.0000,Nan,Nan,Nan
4113,AMO,Modi Naturals,59.40,2.4000,5.9,4.2105,11.03
4114,MR01,Modi Rubber,28.80,0.0000,2.5,0.0000,9.51
4115,MT04,Modi Threads,0.80,0.0000,Nan,0.0000,Nan
4116,MX,Modi Xerox,71.20,5.2500,Nan,7.9606,Nan
4117,M05,Modipon,38.50,0.0000,0,0.0000,0
4118,MM07,Vaishnavi Gold,0.76,0.0000,0,0.0000,0
4119,M06,Modistone,1.80,0.0000,Nan,0.0000,Nan
4120,TEC,Modulex Constru,9.38,0.0500,0.38,0.5359,4.2200
4121,MG01,Moh Granites,0.10,-0.0500,Nan,-33.3333,Nan
4122,MML01,Mohan Meakin,143.25,-0.2500,Nan,-0.1742,Nan
4123,MH04,Mohatta and Hec,2.30,-0.7000,Nan,-23.3333,Nan
4124,MF16,Mohindra Fast,2.10,-0.4000,Nan,-16.0000,Nan
4125,MI36,MBL Infra,8.50,0.4000,1.49,4.9383,21.2600
4126,MPM01,Mohit Paper Mil,7.81,0.0000,0,0.0000,0
4127,RMM,Mohite Ind,9.65,0.0000,0.3,0.0000,3.21
4128,RRM,Mohota Ind,8.01,0.0000,0.41,0.0000,5.3900
4129,MQW,Moira QWires,1.00,0.0000,Nan,0.0000,Nan
4130,MTP01,Mold Tek Tech,40.65,-0.2000,0.80,-0.4896,2.0100
4131,MI38,GB Global,7.47,0.0000,0,0.0000,0
4132,MDI01,Monarch Dyestuf,0.80,0.0000,Nan,0.0000,Nan
4133,MIL11,Monatana Intern,0.00,0.0000,Nan,Nan,Nan
4134,MI15,Moneshi Ind,31.60,-1.3000,Nan,-3.9514,Nan
4135,MML04,Money Masters,4.20,0.0000,0,0.0000,0
4136,DC08,Diamant Infra,0.22,0.0000,-0.01,0.0000,-4.35
4137,MFL03,Moneycare Finan,0.00,0.0000,Nan,Nan,Nan
4138,ME04,Monica Elec,10.90,2.1500,Nan,24.5714,Nan
4139,MI32,Monnet Ind,9.50,0.0000,0,0.0000,0
4140,MI16,Monnet Ispat,18.00,0.2500,-0.25,1.4085,-1.3700
4141,MIL05,Monotype India ,0.19,0.0000,0,0.0000,0
4142,MI17,Monozyme,4.41,0.2100,Nan,5.0000,Nan
4143,MI39,Midfield Ind,12.05,0.0000,Nan,0.0000,Nan
4144,MI18,Montari Ind,6.90,-0.5000,Nan,-6.7568,Nan
4145,ML05,Montari Leather,1.05,0.0000,Nan,0.0000,Nan
4146,MC05,Marg,6.18,0.0800,-0.61,1.3115,-8.9800
4147,ME06,Moolchand Expor,1.00,0.0000,Nan,0.0000,Nan
4148,MI19,Moonbeam Ind,6.25,0.0000,0,0.0000,0
4149,MCF03,Moongipa Capita,2.75,0.0000,0,0.0000,0
4150,MT12,Morarjee Text,8.71,-0.2400,0.21,-2.6816,2.4700
4151,MF09,Morarka Finance,32.25,1.5000,-2.45,4.8780,-7.0600
4152,ML06,Morepen Lab,23.90,-0.6500,0.70,-2.6477,3.0200
4153,MI20,Morgan Ind,6.42,0.3000,Nan,4.9020,Nan
4154,MSM01,Morgan Stanley,29.19,1.0000,Nan,3.5474,Nan
4155,MV02,Magnum Ventures,4.66,0.2200,0.43,4.9550,10.1700
4156,MOI02,Morinda Oversea,0.00,0.0000,Nan,Nan,Nan
4157,MST02,Moschip Tech,12.76,-0.1800,-0.83,-1.3910,-6.1100
4158,MBI,Moser Baer,1.05,0.0000,0,0.0000,0
4159,MOM03,MOSt Gold ETF,2440.05,0.0000,0,0.0000,0
4160,MOM01,MOSt M100 ETF,18.00,0.0800,0.62,0.4464,3.5700
4161,MOM,MOSt M50 ETF,112.84,2.1400,3.84,1.9332,3.5200
4162,MOM02,MOSt NASDAQ 100,829.00,9.3600,30.20,1.1420,3.7800
4163,MMF01,Mother Mira Fin,1.00,0.0000,Nan,0.0000,Nan
4164,MIL06,Mothercare,0.00,0.0000,Nan,Nan,Nan
4165,MSS01,Motherson Sumi,116.10,1.2500,6.15,1.0884,5.5900
4166,MEI01,Moti Electric,1.00,0.0000,Nan,0.0000,Nan
4167,MPI02,Moti Protein,7.00,7.0000,Nan,Nan,Nan
4168,MOF01,Motilal Oswal,629.05,-21.8500,-1.85,-3.3569,-0.2900
4169,MGF,Motor and Gen F,14.65,0.0000,-1.8,0.0000,-10.94
4170,MI21,Motorol India,1.65,-0.4500,Nan,-21.4286,Nan
4171,MFR,Moulik Finance ,0.00,0.0000,Nan,Nan,Nan
4172,MEM,Mount Everest,102.00,0.0000,0,0.0000,0
4173,MSI06,Mount Shivalik,4.60,0.0000,0,0.0000,0
4174,MET,Mountever Trade,40.25,0.0000,0,0.0000,0
4175,MI22,Movilex Irrigat,1.50,-0.3600,Nan,-19.3548,Nan
4176,MPC03,Moving Picture,0.60,0.0000,0,0.0000,0
4177,MPC02,MovingPicture,1.00,0.0000,Nan,0.0000,Nan
4178,MPA,MP Agro,3.40,0.0000,0.01,0.0000,0.29
4179,MPA01,MP Agro Fert,NT*,0.0000,Nan,0.0000,Nan
4180,MPT,MP Telelinks,3.71,0.3000,Nan,8.7977,Nan
4181,MS23,Megri Soft,12.20,0.0000,-0.45,0.0000,-3.56
4182,MB02,Mavens Biotech,0.47,0.0000,0,0.0000,0
4183,MP13,MPL Plastics,3.59,0.0000,-0.06,0.0000,-1.6400
4184,MI31,MPS,400.00,-3.6500,-7.60,-0.9042,-1.8600
4185,ME18,Mishka Exim,26.40,0.0000,-0.3,0.0000,-1.12
4186,MRF,MRF,60500.05,936.1500,3022.85,1.5717,5.2600
4187,MDM,Mrinal Dye,NT*,0.0000,Nan,0.0000,Nan
4188,MDM02,Mrinal Dyeing,0.00,0.0000,Nan,Nan,Nan
4189,MTI03,Mrinal Texturis,0.00,0.0000,Nan,Nan,Nan
4190,MRO,MRO-TEK,21.70,-0.5000,-2.15,-2.2523,-9.0100
4191,MRP,MRPL,26.45,0.7500,-0.55,2.9183,-2.0400
4192,MT07,Mrugesh Trad,4.00,0.0000,Nan,0.0000,Nan
4193,MSS,MS Securities,1.00,0.0000,Nan,0.0000,Nan
4194,MSS03,MS Shoes,NT*,0.0000,Nan,0.0000,Nan
4195,MSD,MSD Industrial ,0.00,0.0000,Nan,Nan,Nan
4196,MSL,MSL Industries,0.98,-0.1900,Nan,-16.2393,Nan
4197,MSP,MSP Steel,6.27,-0.3300,-0.29,-5.0000,-4.4200
4198,SL11,MSR India,11.39,-0.5800,-0.86,-4.8454,-7.0200
4199,ME14,C Mahendra Expo,1.79,0.0000,0,0.0000,0
4200,MTN,MTNL,8.28,-0.0600,-0.14,-0.7194,-1.6600
4201,MTZ,MTZ India,1.54,0.1100,Nan,7.6923,Nan
4202,MTZ01,MTZ Polyesters,1.28,-0.0200,Nan,-1.5385,Nan
4203,MF18,Mudit Finlease,54.00,0.0000,0,0.0000,0
4204,MUDRA53981,Mudra Financial,3.85,0.1800,0,4.9046,0
4205,GFA,Mudunuru,3.96,0.0000,0,0.0000,0
4206,M02,Mukand,51.10,2.4000,9.00,4.9281,21.3800
4207,MP14,Mukat Pipes,0.78,0.0300,0.04,4.0000,5.4100
4208,MT05,Mukati Transfor,1.00,0.0000,Nan,0.0000,Nan
4209,MP15,Mukerian Papers,2.20,0.3500,Nan,18.9189,Nan
4210,MBF,Mukesh Babu Fin,101.00,-3.4500,-3.65,-3.3030,-3.4900
4211,MS14,Mukesh Steels,27.10,0.0000,0,0.0000,0
4212,MST01,Mukesh Strips,37.55,0.0000,0,0.0000,0
4213,MS15,Mukind Syntex,2.00,0.1500,Nan,8.1081,Nan
4214,PA08,Mukta Agri,2.74,0.0000,0.17,0.0000,6.6100
4215,MA02,Mukta Arts,28.35,1.3500,3.70,5.0000,15.0100
4216,ME09,Mukund Engg,9.45,-0.4900,0.33,-4.9296,3.6200
4217,MIF01,Mukunda Ind Fin,2.86,-0.0400,Nan,-1.3793,Nan
4218,MPI03,Muller and Phip,34.00,-0.6500,-0.65,-1.8759,-1.8800
4219,MAI02,Multi-Arc India,4.88,0.0000,Nan,0.0000,Nan
4220,MI51,Maxheights,11.90,0.2500,-0.25,2.1459,-2.0600
4221,MSC01,Multilac Surfac,0.00,0.0000,Nan,Nan,Nan
4222,MH07,Multiplus Hold,31.25,1.4500,Nan,4.8658,Nan
4223,M07,Multipurpose,9.90,0.0000,-0.2,0.0000,-1.98
4224,MF14,Munis Forge,96.00,7.0000,Nan,7.8652,Nan
4225,MS,Munjal Showa,127.70,-0.2500,6.40,-0.1954,5.2800
4226,MCM01,Munoth Capital,60.40,0.0000,0,0.0000,0
4227,MC19,Monte Carlo,176.30,3.9000,7.85,2.2622,4.6600
4228,MFS03,Munoth Fin Serv,15.22,0.0000,0.72,0.0000,4.97
4229,MI23,Murablack,1.80,-0.2000,Nan,-10.0000,Nan
4230,MIL15,Max India,68.65,0.0000,-0.3,0.0000,-0.44
4231,MC13,Murudeshwar Cer,15.26,0.6600,0.56,4.5205,3.8100
4232,MEM01,Musk Exports,11.00,0.4000,Nan,3.7736,Nan
4233,MCS02,Muthoot Cap,392.10,7.7000,13.10,2.0031,3.4600
4234,MF10,Acclaim Ind,0.63,0.0000,0,0.0000,0
4235,MO03,Mutlicolour Off,0.50,0.0000,Nan,0.0000,Nan
4236,MSL05,Muzaffarnagar,0.00,0.0000,Nan,Nan,Nan
4237,MVC,MV Cotspin Ltd,0.00,0.0000,Nan,Nan,Nan
4238,MVL01,MVL,0.19,0.0000,0,0.0000,0
4239,MK01,Mysore Kirloska,1.90,0.0000,Nan,0.0000,Nan
4240,MPM02,Mysore Paper,7.42,0.0000,0,0.0000,0
4241,MPC01,Mysore Petro,52.35,0.1000,2.10,0.1914,4.1800
4242,PE08,Mystic Electr,2.22,0.1100,0.14,5.2133,6.7300
4243,NPC01,N P Chewing Gum,0.00,0.0000,Nan,Nan,Nan
4244,VM03,N2N Tech,6.00,0.0000,0,0.0000,0
4245,NAB,NABARDSR2D1,12300.00,1710.0000,Nan,16.1473,Nan
4246,NK,Nachmo Knitex,0.47,-0.0200,Nan,-4.0816,Nan
4247,NC,Nacro Chemicals,1.00,0.0000,Nan,0.0000,Nan
4248,NA03,Nagarjuna Ag,3.10,0.0000,-0.05,0.0000,-1.59
4249,ND,Nagarjuna Drugs,2.40,-0.1000,Nan,-4.0000,Nan
4250,NFC,Nagarjuna Fert,4.32,0.1600,0.07,3.8462,1.6500
4251,NF,Nagarjuna Fin,3.05,-0.7500,Nan,-19.7368,Nan
4252,NG,Nagarjuna Gran,2.35,0.4500,Nan,23.6842,Nan
4253,NJI,Nagarjuna Jiyo ,0.00,0.0000,Nan,Nan,Nan
4254,NOR,Nagarjuna Oil,0.25,0.0000,0,0.0000,0
4255,NAC01,Nagpur Alloy,1.00,0.0000,Nan,0.0000,Nan
4256,NPI04,Nagpur Power,22.95,-0.9000,-4.75,-3.7736,-17.1500
4257,NCI,Ondeo Nalco,702.00,1.4500,Nan,0.2070,Nan
4258,NE,Nagreeka Export,13.50,0.0000,0.59,0.0000,4.57
4259,NCF,Nahar Capital,62.00,0.0000,1.4,0.0000,2.31
4260,NIE,Nahar Ent,26.00,0.5500,-0.45,2.1611,-1.7000
4261,NF01,Nahar Fibres,7.50,0.0000,Nan,0.0000,Nan
4262,NI14,Net 4 India,1.05,0.0000,0,0.0000,0
4263,NSM,Nahar Spinning,40.70,3.2000,4.45,8.5333,12.2800
4264,NSA,Nahar Sugar,24.05,-0.0500,Nan,-0.2075,Nan
4265,NSL02,Naina Semicondu,0.00,0.0000,Nan,Nan,Nan
4266,NAI,Naisargik Agri,2.10,0.0000,0,0.0000,0
4267,NTI,Nakoda,0.19,0.0000,0,0.0000,0
4268,NGIL541418,NAKODA GROUP OF,35.35,0.0500,Nan,0.1416,Nan
4269,MF08,Nakshatra Infra,4.07,0.0000,Nan,0.0000,Nan
4270,NAC,NALCO,32.15,-0.1000,0.35,-0.3101,1.1000
4271,NC01,Nalin Chemicals,4.70,0.0000,Nan,0.0000,Nan
4272,NLF,Nalin Leasing,21.00,0.0000,-0.65,0.0000,-3
4273,NS13,Nam Securities,32.40,0.0000,0,0.0000,0
4274,NE02,Namaste Exports,2.60,0.4000,Nan,18.1818,Nan
4275,NED,Namtech Electro,5.13,-0.2300,Nan,-4.2910,Nan
4276,PI05,Nandan Auto,1.00,0.0000,0,0.0000,0
4277,NE06,Nandan Denim,20.40,0.0500,0.00,0.2457,0.0000
4278,NC09,Navkar Corp,25.35,0.3000,0.35,1.1976,1.4000
4279,NP05,Napa Papers,1.00,0.0000,Nan,0.0000,Nan
4280,NJI01,Narain Jewels,0.00,0.0000,Nan,Nan,Nan
4281,NSM02,Naraingarh Suga,0.00,0.0000,Nan,Nan,Nan
4282,NI02,Narang Ind,3.15,-0.8500,Nan,-21.2500,Nan
4283,NH,Narayana Hruda,347.70,-10.4000,29.85,-2.9042,9.3900
4284,NS10,IOL Netcom,1.30,0.0000,Nan,0.0000,Nan
4285,NP13,Narendra Prop,9.00,0.0000,-0.15,0.0000,-1.64
4286,NPC,Nariman Pt Chem,1.40,0.0000,Nan,0.0000,Nan
4287,NA,Nacl Industries,38.35,-0.1500,0.00,-0.3896,0.0000
4288,NC08,Narmada Cem,21.90,2.9000,Nan,15.2632,Nan
4289,NCC02,Narmada Cement,27.95,-2.0500,Nan,-6.8333,Nan
4290,NCP,Narmada Chematu,30.25,-0.4500,Nan,-1.4658,Nan
4291,NMD,Narmada Macplas,3.05,0.0000,0,0.0000,0
4292,NE08,Natco Eco.,13.02,0.0000,0,0.0000,0
4293,NP07,Piramal Enter,1297.25,45.3000,51.70,3.6184,4.1500
4294,NP02,Natco Polyplast,2.75,0.1500,Nan,5.7692,Nan
4295,NBG,Nath Bio-Genes,289.25,5.1000,28.50,1.7948,10.9300
4296,RPP,Nath Industries,70.85,0.3000,0.30,0.4252,0.4300
4297,NPP,Nath Pulp,57.75,0.0000,0,0.0000,0
4298,NAA,National Auto,14.40,0.0000,Nan,0.0000,Nan
4299,ITP01,National Fittin,26.00,0.0500,0.30,0.1927,1.1700
4300,NF05,National Flask,1.38,0.0600,Nan,4.5455,Nan
4301,NGI03,National Ind,27.00,0.0000,0,0.0000,0
4302,NO,National Oxygen,44.65,0.0000,-2.25,0.0000,-4.8
4303,NP03,National Perox,2008.00,14.3500,-46.80,0.7198,-2.2800
4304,NPI,National Plasti,18.85,-0.3500,0.25,-1.8229,1.3400
4305,NPI01,National Plywoo,7.90,-0.1000,-0.33,-1.2500,-4.0100
4306,NSD,National Stand,462.85,22.0000,42.95,4.9904,10.2300
4307,NS01,National Switch,1.95,-0.2000,Nan,-9.3023,Nan
4308,NP04,Natraj Proteins,17.10,0.0000,-0.85,0.0000,-4.74
4309,NHC,Natura Hue,0.79,0.0000,0,0.0000,0
4310,NBI01,Natural Biocon,5.00,0.2500,Nan,5.2632,Nan
4311,NC03,Natural Capsule,83.00,-4.0000,-2.40,-4.5977,-2.8100
4312,NEA01,Natural Expo,0.00,0.0000,Nan,Nan,Nan
4313,NSE01,Natural Stone,1.15,0.0000,Nan,0.0000,Nan
4314,NAP01,Naturite Agro,130.00,0.0000,-0.5,0.0000,-0.38
4315,NBE,Nava Bharat Ent,2.80,-0.7000,Nan,-20.0000,Nan
4316,NTI01,Naval Techno,0.00,0.0000,Nan,Nan,Nan
4317,NI03,Navcom Ind,3.05,2.2500,Nan,281.2500,Nan
4318,NTL01,Naveen Textiles,0.00,0.0000,Nan,Nan,Nan
4319,NCA01,Navigant Corp.,14.00,0.0000,0,0.0000,0
4320,NFI,Nishtha Finance,6.75,0.0000,-0.72,0.0000,-9.64
4321,NB01,Navkar Builders,10.35,0.3800,0.95,3.8114,10.1100
4322,NC02,Royal India,0.92,-0.0300,0.00,-3.1579,0.0000
4323,NM03,Navketan Merch,0.27,0.0000,0.02,0.0000,8
4324,NP01,Natco Pharma,932.00,-18.2000,46.45,-1.9154,5.2500
4325,NCS,Navsari Cotton,1.00,0.0000,Nan,0.0000,Nan
4326,NE05,Navyug Elect,0.25,0.0000,Nan,0.0000,Nan
4327,NPP01,Nayagara Paper,2.05,0.4000,Nan,24.2424,Nan
4328,NS06,Asit C Mehta,48.00,0.0000,0,0.0000,0
4329,NBF,NB Footwear,1.55,0.0000,0,0.0000,0
4330,NCC01,NCC,35.45,-0.1500,1.50,-0.4213,4.4200
4331,NCC,NCC Blue Water,5.30,0.0000,0.15,0.0000,2.9100
4332,NCC03,NCC Finance,1.05,0.0000,0,0.0000,0
4333,NCL,NCL Industries,105.60,-0.9500,-1.50,-0.8916,-1.4000
4334,NCL04,NCL Marbles,0.00,0.0000,Nan,Nan,Nan
4335,NCL01,NCL Research,0.21,0.0000,-0.01,0.0000,-4.5500
4336,NCL02,NCL Seccolor,1.00,0.0000,Nan,0.0000,Nan
4337,NI17,Narendra Invest,32.65,0.0000,-3.50,0.0000,-9.6800
4338,NDM,ND Metal,23.80,0.0000,0,0.0000,0
4339,NDA,NDA Securities,10.04,0.0000,0,0.0000,0
4340,NAC02,Ndr Auto Compon,131.75,-1.4000,-7.90,-1.0514,-5.6600
4341,NDT01,NDTV,31.60,-1.0000,-1.00,-3.0675,-3.0700
4342,NL01,Nectar Life,22.15,-0.5000,0.20,-2.2075,0.9100
4343,NB,Nedungadi Bank,12.30,0.6000,Nan,5.1282,Nan
4344,NAI02,Neelamalai Agro,993.15,0.0000,0,0.0000,0
4345,NMH,Neelkanth Motel,1.56,-0.0100,Nan,-0.6369,Nan
4346,NR01,Neelkanth Rock,6.40,0.0000,0,0.0000,0
4347,NPM02,Neeraj Paper,12.57,0.0000,0,0.0000,0
4348,MIT,Negotium Int,4.83,0.0000,0,0.0000,0
4349,NEL03,Neha Exports Lt,0.00,0.0000,Nan,Nan,Nan
4350,NI04,Neha Intl,0.72,0.0000,0,0.0000,0
4351,NP06,Neha Proteins,3.00,0.0000,Nan,0.0000,Nan
4352,NE07,NEL HOLDINGS SO,1.45,-0.0100,0.05,-0.6849,3.5700
4353,N06,Nelcast,58.35,-2.3000,1.70,-3.7923,3.0000
4354,NS02,Neo Corp,1.52,0.0000,0,0.0000,0
4355,AI18,Neo Infracon,13.70,0.0500,0.05,0.3663,0.37
4356,NIM,Neo Intex Mills,0.00,0.0000,Nan,Nan,Nan
4357,NI05,Neogem India,3.30,0.0000,0,0.0000,0
4358,NSS,Neotech Sec,0.00,0.0000,Nan,Nan,Nan
4359,NEP,NEPC Agro Foods,1.15,0.0000,Nan,0.0000,Nan
4360,NEP01,NEPC India,0.82,0.0000,0,0.0000,0
4361,NEP02,NEPC Paper,0.65,-0.1500,Nan,-18.7500,Nan
4362,NEP03,NEPC Textiles,1.00,0.0000,Nan,0.0000,Nan
4363,NEL02,Neptune Exports,0.00,0.0000,Nan,Nan,Nan
4364,NI,Nestle,15998.45,73.7500,264.20,0.4631,1.6800
4365,NAS,Net Axis Soft,1.00,0.0000,Nan,0.0000,Nan
4366,NS11,Naysaa Sec,37.95,0.0000,0,0.0000,0
4367,NCS01,Netripples Com,1.00,0.0000,Nan,0.0000,Nan
4368,NS05,Nettlinx,55.65,0.9500,3.30,1.7367,6.3000
4369,NWT,Netvision Web,1.79,0.1100,Nan,6.5476,Nan
